VRAE:Work Refid,File Name [en],File Name [es],VRAE:Admin Cataloguer,VRAE:Work Agent,VRAE:Work Title,VRAE:Work Type [es],VRAE:Work Type [en],VRAE:Work Material [es],VRAE:Work Material [en],VRAE:Work Description [es],VRAE:Work Description [en],VRAE:Work Measurements,VRAE:Work Date,VRAE:Work Location,VRAE:GPSLatitude,VRAE:GPSLongitude,VRAE:Image Refid,VRAE:Image Relation,VRAE:Work Location Creation,VRAE:Work Cultural Context,VRAE:Work Style Period,VRAE:Collection Refid,VRAE:Image Rights,VRAE:Image Source,VRAE:Image Href [en],VRAE:Image Href [es],DC:Title,DC:Creator,DC:Subject [es],DC:Subject [en],DC:Description [es],DC:Description [en],DC:Publisher,DC:Contributor,DC:Coverage,DC:Date,DC:Type [es],DC:Type [en],DC:Format [es],DC:Format [en],DC:Copyright Notice,DC:Source,DC:Language [en],DC:Language [es],DC:Relation,DC:Identifier
w_500,AR-MA-Bruzzone-Pombo-Marcelo-Winco-0500-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Winco-0500-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Winco,,,,,Tocadiscos Wincofón pintado y chorreado con diferentes colores; disco decorado de igual manera con collage de imágenes,Wincofón record player painted and sandblasted with different colors; disc decorated in the same way with a collage of images.,29 cm x 33 cm x 24 cm,1986 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_500",-34.60,-58.38,i_0500-00,"imageOf w_500, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Winco-0500-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Winco-0500-00-ES.jpg,Winco,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Tocadiscos Wincofón pintado y chorreado con diferentes colores; disco decorado de igual manera con collage de imágenes,Wincofón record player painted and sandblasted with different colors; disc decorated in the same way with a collage of images.,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_500, Bruzzone Database",w_500
w_899,AR-MA-Bruzzone-Porchilote-Ana-Maria-Aros-0899-00-EN.jpg,AR-MA-Bruzzone-Porchilote-Ana-Maria-Aros-0899-00-ES.jpg,Martin Gersbach,"Porchilote, Ana María",Aros,,,,,"Un aro color salmón, dos rojos y una especie de ola verde","One salmon-colored ring, two red rings and a green wave of some kind",17 cm x 39 cm,2002 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_899",-34.60,-58.38,i_0899-00,"imageOf w_899, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/dam,https://museosabiertos.org/assets/AR-MA-Bruzzone-Porchilote-Ana-Maria-Aros-0899-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Porchilote-Ana-Maria-Aros-0899-00-ES.jpg,Aros,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Un aro color salmón, dos rojos y una especie de ola verde","One salmon-colored ring, two red rings and a green wave of some kind",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/dam,English,Spanish,"imageOf w_899, Bruzzone Database",w_899
w_1424,AR-MA-Bruzzone-Porkeria-Mala-Cabeza-de-munecas-1424-00-EN.jpg,AR-MA-Bruzzone-Porkeria-Mala-Cabeza-de-munecas-1424-00-ES.jpg,Martin Gersbach,Franco Mala (Porkería Mala),Cabeza de muñecas,escultura (obra visual) [aat:300047090],sculpture (visual works) [aat:300047090],,,Cabeza de personaje,Character head,approximately 33 cm (diameter) x 30 cm,ca. 1995- ca. 2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1424",-34.60,-58.38,i_1424-00,"imageOf w_1424, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Porkeria-Mala-Cabeza-de-munecas-1424-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Porkeria-Mala-Cabeza-de-munecas-1424-00-ES.jpg,Cabeza de muñecas,Martin Gersbach; Museos Abiertos,escultura (obra visual) [aat:300047090]; ; Argentinean; Contemporary,sculpture (visual works) [aat:300047090]; ; Argentinean; Contemporary,Cabeza de personaje,Character head,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,escultura (obra visual) [aat:300047090],sculpture (visual works) [aat:300047090],,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1424, Bruzzone Database",w_1424
w_1831,AR-MA-Bruzzone-Porkeria-Mala-Mujer-gato-1831-00-EN.jpg,AR-MA-Bruzzone-Porkeria-Mala-Mujer-gato-1831-00-ES.jpg,Martin Gersbach,Franco Mala (Porkería Mala),Mujer gato,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],madera contrachapada [aat:300012849]; lápiz de color [aat:300022441]; pastel graso [aat:300230810],plywood [aat:300012849]; colored pencils [aat:300022441]; oil pastels [aat:300230810],Una mujer con un carrito con tres gatos,A woman with a cart with three cats,70 cm x 50 cm,2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1831",-34.60,-58.38,i_1831-00,"imageOf w_1831, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Porkeria-Mala-Mujer-gato-1831-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Porkeria-Mala-Mujer-gato-1831-00-ES.jpg,Mujer gato,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; madera contrachapada [aat:300012849]; lápiz de color [aat:300022441]; pastel graso [aat:300230810]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; plywood [aat:300012849]; colored pencils [aat:300022441]; oil pastels [aat:300230810]; Argentinean; Contemporary,Una mujer con un carrito con tres gatos,A woman with a cart with three cats,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],madera contrachapada [aat:300012849]; lápiz de color [aat:300022441]; pastel graso [aat:300230810],plywood [aat:300012849]; colored pencils [aat:300022441]; oil pastels [aat:300230810],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1831, Bruzzone Database",w_1831
w_43,AR-MA-Bruzzone-Prior-Alfredo-Cara-achinada-0043-00-EN.jpg,AR-MA-Bruzzone-Prior-Alfredo-Cara-achinada-0043-00-ES.jpg,Martin Gersbach,"Prior, Alfredo",Cara achinada,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Cara con ojos achinados,Face with slanted eyes,9.5 cm x 14 cm,1989 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_43",-34.60,-58.38,i_0043-00,"imageOf w_43, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-Cara-achinada-0043-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-Cara-achinada-0043-00-ES.jpg,Cara achinada,Martin Gersbach; Museos Abiertos,acuarela (obra visual) [aat:300078925]; acuarela [aat:300015045]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,aquarelles (paintings) [aat:300404216]; watercolor [aat:300015045]; drawing paper [aat:300014157]; Argentinean; Contemporary,Cara con ojos achinados,Face with slanted eyes,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_43, Bruzzone Database",w_43
w_1463,AR-MA-Bruzzone-Prior-Alfredo-Ciervo-cegado-por-un-rayo-1463-00-EN.jpg,AR-MA-Bruzzone-Prior-Alfredo-Ciervo-cegado-por-un-rayo-1463-00-ES.jpg,Martin Gersbach,"Prior, Alfredo",Ciervo cegado por un rayo,,,,,Un librillo de poemas con ilustraciones,A booklet of poems with illustrations,15 cm x 10.5 cm,2006 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1463",-34.60,-58.38,i_1463-00,"imageOf w_1463, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-Ciervo-cegado-por-un-rayo-1463-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-Ciervo-cegado-por-un-rayo-1463-00-ES.jpg,Ciervo cegado por un rayo,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Un librillo de poemas con ilustraciones,A booklet of poems with illustrations,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1463, Bruzzone Database",w_1463
w_728,AR-MA-Bruzzone-Prior-Alfredo-La-Muerte-de-Marat-0728-00-EN.jpg,AR-MA-Bruzzone-Prior-Alfredo-La-Muerte-de-Marat-0728-00-ES.jpg,Martin Gersbach,"Prior, Alfredo",La Muerte de Marat,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157]; lápiz de grafito [aat:300022443],watercolor [aat:300015045]; drawing paper [aat:300014157]; graphite pencils [aat:300022443],Personaje en una bañera asesinado con un cuchillo. De fondo pared en tablero. Leyenda al pié “Marat”,"Character in a bathtub killed with a knife. Background wall in board. Legend at the bottom ""Marat"".",25 cm x 16 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_728",-34.60,-58.38,i_0728-00,"imageOf w_728, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-La-Muerte-de-Marat-0728-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-La-Muerte-de-Marat-0728-00-ES.jpg,La Muerte de Marat,Martin Gersbach; Museos Abiertos,acuarela (obra visual) [aat:300078925]; acuarela [aat:300015045]; papel de dibujo [aat:300014157]; lápiz de grafito [aat:300022443]; Argentinean; Contemporary,aquarelles (paintings) [aat:300404216]; watercolor [aat:300015045]; drawing paper [aat:300014157]; graphite pencils [aat:300022443]; Argentinean; Contemporary,Personaje en una bañera asesinado con un cuchillo. De fondo pared en tablero. Leyenda al pié “Marat”,"Character in a bathtub killed with a knife. Background wall in board. Legend at the bottom ""Marat"".",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157]; lápiz de grafito [aat:300022443],watercolor [aat:300015045]; drawing paper [aat:300014157]; graphite pencils [aat:300022443],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_728, Bruzzone Database",w_728
w_45,AR-MA-Bruzzone-Prior-Alfredo-Personaje-Payasesco-0045-00-EN.jpg,AR-MA-Bruzzone-Prior-Alfredo-Personaje-Payasesco-0045-00-ES.jpg,Martin Gersbach,"Prior, Alfredo",Personaje Payasesco,,,,,Cara con ropa de payaso,Face with clown clothes,18 cm x 24 cm,1998 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_45",-34.60,-58.38,i_0045-00,"imageOf w_45, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-Personaje-Payasesco-0045-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-Personaje-Payasesco-0045-00-ES.jpg,Personaje Payasesco,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Cara con ropa de payaso,Face with clown clothes,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_45, Bruzzone Database",w_45
w_44,AR-MA-Bruzzone-Prior-Alfredo-Tiresias-0044-00-EN.jpg,AR-MA-Bruzzone-Prior-Alfredo-Tiresias-0044-00-ES.jpg,Martin Gersbach,"Prior, Alfredo",Teresias,,,,,Cara con bonete y nariz roja,Face with hood and red nose,18 cm x 24 cm,1998 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_44",-34.60,-58.38,i_0044-00,"imageOf w_44, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-Tiresias-0044-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Prior-Alfredo-Tiresias-0044-00-ES.jpg,Teresias,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Cara con bonete y nariz roja,Face with hood and red nose,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_44, Bruzzone Database",w_44
w_429,AR-MA-Bruzzone-Proyecto-Amistad-o-Nada-Silla-Lugano-I-0429-00-EN.jpg,AR-MA-Bruzzone-Proyecto-Amistad-o-Nada-Silla-Lugano-I-0429-00-ES.jpg,Martin Gersbach,Proyecto Amistad ó Nada,Silla Lugano I,,,,,Silla de madera decorada,Decorated wooden chair,82 cm x 53 cm x 59 cm,ca. 1995- ca. 2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_429",-34.60,-58.38,i_0429-00,"imageOf w_429, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Proyecto-Amistad-o-Nada-Silla-Lugano-I-0429-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Proyecto-Amistad-o-Nada-Silla-Lugano-I-0429-00-ES.jpg,Silla Lugano I,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Silla de madera decorada,Decorated wooden chair,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_429, Bruzzone Database",w_429
w_1361,AR-MA-Bruzzone-Puccio-Eugenia-Burro-1361-00-EN.jpg,AR-MA-Bruzzone-Puccio-Eugenia-Burro-1361-00-ES.jpg,Martin Gersbach,"Puccio, Eugenia",Burro,objeto [aat:300311889],objects [aat:300311889],,,Un burro con su montura de cuero de corderito y tela autóctona,A donkey with its saddle made of lambskin and native fabric.,38 cm x 48 cm x 14 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1361",-34.60,-58.38,i_1361-00,"imageOf w_1361, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Puccio-Eugenia-Burro-1361-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Puccio-Eugenia-Burro-1361-00-ES.jpg,Burro,Martin Gersbach; Museos Abiertos,objeto [aat:300311889]; ; Argentinean; Contemporary,objects [aat:300311889]; ; Argentinean; Contemporary,Un burro con su montura de cuero de corderito y tela autóctona,A donkey with its saddle made of lambskin and native fabric.,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,objeto [aat:300311889],objects [aat:300311889],,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1361, Bruzzone Database",w_1361
w_634,AR-MA-Bruzzone-Pujana-Mercedes-Perro-y-ninas-0634-00-EN.jpg,AR-MA-Bruzzone-Pujana-Mercedes-Perro-y-ninas-0634-00-ES.jpg,Martin Gersbach,"Pujana, Mercedes",Perro y niñas,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157]; lápiz de grafito [aat:300022443],watercolor [aat:300015045]; drawing paper [aat:300014157]; graphite pencils [aat:300022443],"Un perro vestido y con gorra está fumando, creando una enorme nube. Unas niñas lo observan","A dog dressed in a cap is smoking, creating a huge cloud. Some girls are watching him",30 cm x 40 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_634",-34.60,-58.38,i_0634-00,"imageOf w_634, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pujana-Mercedes-Perro-y-ninas-0634-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pujana-Mercedes-Perro-y-ninas-0634-00-ES.jpg,Perro y niñas,Martin Gersbach; Museos Abiertos,acuarela (obra visual) [aat:300078925]; acuarela [aat:300015045]; papel de dibujo [aat:300014157]; lápiz de grafito [aat:300022443]; Argentinean; Contemporary,aquarelles (paintings) [aat:300404216]; watercolor [aat:300015045]; drawing paper [aat:300014157]; graphite pencils [aat:300022443]; Argentinean; Contemporary,"Un perro vestido y con gorra está fumando, creando una enorme nube. Unas niñas lo observan","A dog dressed in a cap is smoking, creating a huge cloud. Some girls are watching him",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157]; lápiz de grafito [aat:300022443],watercolor [aat:300015045]; drawing paper [aat:300014157]; graphite pencils [aat:300022443],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_634, Bruzzone Database",w_634
w_1770,AR-MA-Bruzzone-Puleston-Brenda-Yuyyu-Montanas-1770-00-EN.jpg,AR-MA-Bruzzone-Puleston-Brenda-Yuyyu-Montanas-1770-00-ES.jpg,Martin Gersbach,"Puleston, Brenda (Yuyyu)",Montañas,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],madera contrachapada [aat:300012849]; lápiz de color [aat:300022441],plywood [aat:300012849]; colored pencils [aat:300022441],Montañas nevadas y lago al frente,Snow-capped mountains and lake in front,62 cm x 48 cm,2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1770",-34.60,-58.38,i_1770-00,"imageOf w_1770, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Puleston-Brenda-Yuyyu-Montanas-1770-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Puleston-Brenda-Yuyyu-Montanas-1770-00-ES.jpg,Montañas,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; madera contrachapada [aat:300012849]; lápiz de color [aat:300022441]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; plywood [aat:300012849]; colored pencils [aat:300022441]; Argentinean; Contemporary,Montañas nevadas y lago al frente,Snow-capped mountains and lake in front,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],madera contrachapada [aat:300012849]; lápiz de color [aat:300022441],plywood [aat:300012849]; colored pencils [aat:300022441],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1770, Bruzzone Database",w_1770
w_2013,AR-MA-Bruzzone-Ramon-Hijo-Fernanda-Laguna-Papel-Artesanal-2013-00-EN.jpg,AR-MA-Bruzzone-Ramon-Hijo-Fernanda-Laguna-Papel-Artesanal-2013-00-ES.jpg,Martin Gersbach,"Hijo, Ramón; Laguna, Fernanda",Papel Artesanal,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],papel de dibujo [aat:300014157]; pintura (material) [aat:300015029],drawing paper [aat:300014157]; paint (coating) [aat:300015029],Un recuadro dorado al borde de un papel,A golden box on the edge of a piece of paper,23 cm x 16 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_2013",-34.60,-58.38,i_2013-00,"imageOf w_2013, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Ramon-Hijo-Fernanda-Laguna-Papel-Artesanal-2013-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Ramon-Hijo-Fernanda-Laguna-Papel-Artesanal-2013-00-ES.jpg,Papel Artesanal,Martin Gersbach; Museos Abiertos,pintura (obra visual) [aat:300033618]; papel de dibujo [aat:300014157]; pintura (material) [aat:300015029]; Argentinean; Contemporary,paintings (visual works) [aat:300033618]; drawing paper [aat:300014157]; paint (coating) [aat:300015029]; Argentinean; Contemporary,Un recuadro dorado al borde de un papel,A golden box on the edge of a piece of paper,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],papel de dibujo [aat:300014157]; pintura (material) [aat:300015029],drawing paper [aat:300014157]; paint (coating) [aat:300015029],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_2013, Bruzzone Database",w_2013
